id,price_doc
30474,3977257.203356099
30475,8657410.676451532
30476,5793194.622818062
30477,6085882.072512833
30478,4440253.637130094
30479,7575476.092697623
30480,4878206.036105119
30481,5070208.861528869
30482,4721602.504169461
30483,4605955.910382309
30484,5612024.807207817
30485,4351448.564387493
30486,3796081.959202815
30487,4664482.461142476
30488,7180397.708138883
30489,8100679.153152157
30490,16540423.246291082
30491,14224616.782931337
30492,7211435.195429331
30493,11507815.95499305
30494,7000114.956609262
30495,9642442.62908348
30496,12558696.256237455
30497,8902378.648171391
30498,4416150.230771523
30499,8453550.743785538
30500,9449305.798385184
30501,6071214.368866333
30502,3074746.2447775407
30503,5749759.335389198
30504,5570475.146824388
30505,9739421.798176898
30506,2605473.967640044
30507,4311363.424612519
30508,6415836.35354565
30509,6754461.201653815
30510,8532565.954691362
30511,6183627.323014637
30512,5091723.813951177
30513,4928496.819982491
30514,3546780.9903462287
30515,8213730.767978606
30516,6452519.765198761
30517,9219387.761627946
30518,5511966.803136934
30519,4689112.805496953
30520,5782350.084580666
30521,4882803.413735244
30522,8834310.519483184
30523,5496611.3937586285
30524,7251880.719219429
30525,6270803.982545602
30526,4246078.538991339
30527,6691396.16554614
30528,5476173.05735653
30529,5857616.578296176
30530,5020611.50855677
30531,11003233.925622497
30532,5831416.533960635
30533,8389057.61508853
30534,6934488.87889105
30535,8331431.6079333145
30536,7130467.941447064
30537,10228586.765954617
30538,3856289.533993477
30539,17884763.898211025
30540,8472970.592688976
30541,7099668.265843695
30542,1741407.043192298
30543,4808685.846740918
30544,7810369.571378518
30545,7492079.259085739
30546,5055842.281172431
30547,8772150.45538081
30548,5827913.766298399
30549,4873274.0918192575
30550,9466960.736143323
30551,4751868.3305019485
30552,1702375.5060172984
30553,6604383.494918776
30554,9054180.959871424
30555,7644400.761671413
30556,7378385.448947902
30557,9207125.84787222
30558,6508808.2234654715
30559,5968343.675879002
30560,5084944.238019897
30561,6356938.138951315
30562,9212744.657880673
30563,6925467.135705394
30564,6857400.452520342
30565,9685572.666719303
30566,9708141.691190282
30567,1736402.999964734
30568,8895212.96679832
30569,8631289.138092827
30570,5392649.36135045
30571,5981182.56781025
30572,4279164.865269193
30573,5557802.345302428
30574,6429742.094389781
30575,5135191.357226508
30576,4599626.580839417
30577,5513697.270892061
30578,2662114.706067002
30579,6448873.3415801665
30580,4773044.267422464
30581,4013243.494084952
30582,9213140.253764387
30583,6934488.87889105
30584,3872473.0854940335
30585,2814527.498626588
30586,7549237.1045358945
30587,8037676.0780771915
30588,5844503.89584433
30589,7352811.485406102
30590,10515001.114137534
30591,5267568.90205902
30592,6284596.770325471
30593,12578814.311914248
30594,15589998.449821463
30595,4796331.956517841
30596,1.0
30597,5557802.345302428
30598,8568323.17189279
30599,11305910.77396884
30600,9947413.75236133
30601,5459393.701576809
30602,1741407.043192298
30603,11885965.669759551
30604,4713971.2157129925
30605,5851507.347289955
30606,16567590.620535543
30607,6443371.530303485
30608,8657665.64535733
30609,8112620.900522301
30610,2852591.292636392
30611,6415836.35354565
30612,7054673.370606447
30613,7380264.669997047
30614,15026638.702401627
30615,6417394.143403615
30616,6490294.8025229685
30617,6722934.767602044
30618,4409296.88909632
30619,6588686.611769806
30620,2502842.8860458992
30621,7833421.398184995
30622,7166181.511415901
30623,6526048.073378445
30624,8498383.919417879
30625,8667219.390586238
30626,6272768.002835063
30627,8029181.478664127
30628,5607506.268715702
30629,4728240.612307422
30630,7322704.748890048
30631,5654780.3633859195
30632,3980955.195191455
30633,5954814.430408398
30634,11076740.977454228
30635,8554914.215442255
30636,4144285.429562779
30637,8563853.519742612
30638,5410711.761803685
30639,6578988.979727088
30640,5808455.897234305
30641,10360781.82153969
30642,4367641.533664
30643,8946821.201335724
30644,8656226.330846308
30645,6079515.866821575
30646,5359561.83239118
30647,4789879.635572258
30648,17654074.549546152
30649,2478637.442273695
30650,4809003.274092046
30651,2646139.113177347
30652,5749665.857788614
30653,6585713.266197706
30654,4808357.650623009
30655,8529829.33066479
30656,4468296.810015902
30657,5780071.3879042
30658,8223455.569546435
30659,4639847.066807683
30660,7411092.024385882
30661,5333921.512055251
30662,6773922.802707342
30663,16647213.860007493
30664,9326782.026122436
30665,8112620.900522301
30666,2557066.0892852424
30667,4411903.577217131
30668,8700745.336984554
30669,5109953.1390884025
30670,3558585.4597710576
30671,8222670.632436301
30672,8869721.481305197
30673,9751718.571813425
30674,10400245.852642212
30675,1741407.043192298
30676,8519614.105258368
30677,4588597.779602169
30678,15550274.921269672
30679,6297018.8497705525
30680,7667517.041213226
30681,2719542.369966652
30682,5996708.331778986
30683,9101701.66181413
30684,4935677.520989328
30685,7558708.290431285
30686,8164564.594326638
30687,4329247.296201842
30688,4230374.223679351
30689,9242536.528530812
30690,18299240.064645845
30691,4527279.637548594
30692,6201493.639648267
30693,8084000.881832707
30694,4698797.440070653
30695,5738020.365513202
30696,6289137.740765906
30697,8809332.785353968
30698,7559409.184288389
30699,4732771.220009156
30700,4246078.538991339
30701,8662185.867046546
30702,6298651.706729548
30703,3690657.869414172
30704,8725532.200011984
30705,7657961.434054958
30706,16041160.76179692
30707,3247560.818090642
30708,11318963.931303276
30709,5187282.188948933
30710,5723159.261321205
30711,4864926.56415975
30712,4986641.940353936
30713,4734040.687454126
30714,5456433.706931591
30715,5131785.652173241
30716,9101701.66181413
30717,5932897.337762425
30718,11236439.746101724
30719,12434170.488498552
30720,7224257.189306744
30721,2577292.7211709227
30722,6201803.193502484
30723,7916580.306194518
30724,10525985.016125182
30725,6336086.197592849
30726,9758538.925084172
30727,8355269.752734267
30728,10522572.581423022
30729,3139963.7296203384
30730,5165921.323466165
30731,7942234.557580688
30732,5442892.137728089
30733,10297149.283417469
30734,5580068.623216353
30735,6197899.854384223
30736,11216566.541455707
30737,6107946.592763259
30738,5570049.572071473
30739,2771545.959984131
30740,6668060.859766207
30741,10001372.665238764
30742,4840487.948197089
30743,4279164.865269193
30744,7722387.148918117
30745,8479180.078494683
30746,6197899.854384223
30747,10541214.331033256
30748,13753558.056360677
30749,5047102.868059357
30750,6517015.566920566
30751,5071286.283939693
30752,6863145.520139836
30753,9194407.94083431
30754,5234443.999896262
30755,3459480.3010343267
30756,15589998.449821463
30757,5413289.583340148
30758,8183546.339528016
30759,5179768.992015071
30760,3579985.1339089796
30761,7898100.865668163
30762,8538241.197074195
30763,8725532.200011984
30764,8112620.900522301
30765,3708584.989256741
30766,4225796.950773098
30767,8663587.599092735
30768,4632866.857306122
30769,5503139.261233593
30770,8112620.900522301
30771,3026703.3347028918
30772,7884037.537947444
30773,10360781.82153969
30774,6415836.35354565
30775,9388738.233130006
30776,5033366.890469318
30777,8112620.900522301
30778,8001375.387949287
30779,5609106.073075768
30780,7136513.682275985
30781,5612024.807207817
30782,5223869.588170676
30783,6662896.273155454
30784,3500753.9561750856
30785,4806746.2076676525
30786,4928496.819982491
30787,7867776.1086033685
30788,6789783.726266861
30789,6146594.388945295
30790,6241829.142514657
30791,9176763.407220297
30792,5677491.25563888
30793,10522495.385045446
30794,11555827.12439545
30795,8192893.845684589
30796,9721090.054483129
30797,11403427.392716382
30798,3659362.547007398
30799,9982576.305347003
30800,12847228.470653806
30801,7942234.557580688
30802,12931602.655058876
30803,2814527.498626588
30804,3301438.5522139184
30805,10790407.556854462
30806,5580068.623216353
30807,6393501.057399179
30808,7991578.28358884
30809,5099687.555337227
30810,10403815.989107857
30811,5023449.1828697035
30812,5280611.93900444
30813,4503032.737944045
30814,4110320.0353782126
30815,4396725.411513369
30816,8314843.121526277
30817,1741407.043192298
30818,6845894.966924468
30819,7442413.593757369
30820,5399255.0534284
30821,15455733.08699544
30822,7255348.058172014
30823,5738020.365513202
30824,4450038.866495451
30825,6884207.576039448
30826,8922676.280189676
30827,7667517.041213226
30828,5322546.054153093
30829,6514319.091079185
30830,7356558.907743168
30831,4774285.570954443
30832,4341374.953675061
30833,5143260.617881176
30834,5037204.626675751
30835,7954530.718046552
30836,8302089.725626977
30837,5965269.767941266
30838,4501995.529348832
30839,4942520.76153209
30840,8927703.145874662
30841,8531430.069604889
30842,5712503.464804914
30843,4586633.149610709
30844,15589998.449821463
30845,9101563.990739245
30846,4928496.819982491
30847,6112423.520976711
30848,8533582.316090338
30849,4190283.5161599703
30850,4871273.180149962
30851,4963989.309821674
30852,9006661.346427321
30853,3639593.104056372
30854,5414359.456266421
30855,6874972.911365766
30856,7158652.679818561
30857,2595799.1543343924
30858,5029078.387737236
30859,7761689.69364074
30860,4782322.901315648
30861,7412798.101031186
30862,6557760.273641408
30863,8403849.549408708
30864,6486367.197153411
30865,8581248.575530536
30866,10848642.438907165
30867,4866422.35560232
30868,6660391.0354482345
30869,4562114.509580562
30870,7446630.9811239
30871,7833127.121951869
30872,4658560.316325974
30873,3613647.851334785
30874,4835560.608900648
30875,4962606.277474176
30876,4314089.303103917
30877,9020071.748541102
30878,6197899.854384223
30879,12266978.920810655
30880,7942234.557580688
30881,1741407.043192298
30882,8400849.064112922
30883,2411330.10799613
30884,6197899.854384223
30885,4816362.932172069
30886,10316071.82457947
30887,6230282.429280131
30888,6850835.946455606
30889,5387881.983403642
30890,7709157.883350287
30891,4225796.950773098
30892,4225796.950773098
30893,4928496.819982491
30894,5460437.332498399
30895,4561060.923640705
30896,5114401.781149964
30897,7596165.835019439
30898,5168693.9131925395
30899,5316748.2759045875
30900,2855260.3505234993
30901,5442733.289582905
30902,1741407.043192298
30903,5576256.583310255
30904,6572712.584267572
30905,6227981.531611257
30906,6860816.173494078
30907,9660546.619550135
30908,4109055.2386010815
30909,11877289.09820392
30910,8748642.728674358
30911,4313582.428825368
30912,4652079.380317684
30913,12272257.13736763
30914,5528725.996764781
30915,7733113.681384863
30916,5936587.825662624
30917,7150106.155465746
30918,4547490.165885836
30919,3459480.3010343267
30920,5022391.897737162
30921,5869360.653629918
30922,5493355.166770938
30923,3103802.8076179856
30924,7667517.041213226
30925,13813984.454396643
30926,5343807.665792574
30927,7776163.244188421
30928,4522930.3356470335
30929,7667517.041213226
30930,10287793.654288782
30931,8523323.497984748
30932,4483226.146478508
30933,3609748.740668387
30934,9489909.176266773
30935,5135301.335996095
30936,5580068.623216353
30937,8899922.971074013
30938,1.0
30939,14068637.563820967
30940,5962964.630095478
30941,5858621.695339772
30942,3304149.091919513
30943,7619717.856515636
30944,5099687.555337227
30945,4263060.381943072
30946,13063463.71440662
30947,5782350.084580666
30948,5970534.29841049
30949,5617629.432612214
30950,6258826.618735722
30951,13112312.18258012
30952,9699455.322292477
30953,7873672.451642851
30954,4846070.259647503
30955,5533928.869428726
30956,5871100.502844782
30957,4937505.412523276
30958,20048722.891043223
30959,7508010.144521554
30960,7418869.611716274
30961,6654750.726658359
30962,9652669.48910361
30963,3566513.28780394
30964,3105919.7073786315
30965,6648972.42918785
30966,10509686.607095404
30967,11107347.621927567
30968,3714242.067940864
30969,3126345.1254364387
30970,11080747.41712863
30971,11324724.346158454
30972,3126345.1254364387
30973,5629018.162285731
30974,4273744.1257377155
30975,6932715.893296696
30976,6045201.626756193
30977,5952038.54764471
30978,7286609.412220208
30979,2872374.422754355
30980,13357738.923987472
30981,8221875.075750842
30982,7010679.92182899
30983,3577665.5825448227
30984,6227981.531611257
30985,4391706.911467225
30986,9222382.269868959
30987,8117614.551319635
30988,5378815.225723926
30989,7324528.123853811
30990,9674503.476705192
30991,8871868.795958653
30992,2473796.3535192544
30993,7626871.923901231
30994,4777301.645365499
30995,6636213.73186086
30996,6197899.854384223
30997,9785860.311807789
30998,6749364.1521486575
30999,6997191.3817359805
31000,8229692.505370763
31001,7942234.557580688
31002,7896828.875280475
31003,9152230.350429395
31004,3701784.4268199615
31005,3274972.992582545
31006,5744907.793049119
31007,5265234.968449215
31008,6884207.576039448
31009,5469103.599292391
31010,5584939.785214287
31011,4473809.638635621
31012,6875811.937607736
31013,7896728.061654547
31014,9041613.850479256
31015,7225092.33599698
31016,4473809.638635621
31017,8090070.391823658
31018,5416576.189428859
31019,5279345.542223083
31020,6315862.1167566
31021,11270005.63381119
