id,price_doc
30474,4164796.0856952826
30475,5873622.2104899585
30476,4514722.5869469885
30477,4525977.060818229
30478,3364304.9219785985
30479,6945525.411324672
30480,3435189.0505995974
30481,3137569.313160646
30482,3562057.3376116427
30483,3615262.1827847403
30484,5367386.563240848
30485,3314385.426469188
30486,3119840.885744432
30487,3163823.781628245
30488,2933296.364436727
30489,4709290.225516541
30490,14085602.570680074
30491,13264282.011635395
30492,4583861.485512931
30493,11581228.963236114
30494,5083296.458715953
30495,8623702.885241598
30496,7030842.583344593
30497,6645371.147705431
30498,3327412.8858753033
30499,5986407.889141819
30500,8941576.330931311
30501,5567024.825958809
30502,1888387.3765973467
30503,5571084.096453229
30504,4759599.33678436
30505,9439138.969749294
30506,911758.2726542306
30507,3515288.677659031
30508,4498082.29322594
30509,6569014.998011978
30510,7912536.297462616
30511,5650235.4778017765
30512,5295272.959151142
30513,3566733.2781509035
30514,1535708.2102257141
30515,7665104.245658722
30516,4003783.5081900675
30517,8269502.652624044
30518,5153254.950709634
30519,4096265.0444983244
30520,5612912.519667365
30521,4741934.600590018
30522,4654825.120521163
30523,5072227.7058916055
30524,7956542.571464892
30525,8060140.77398354
30526,3247470.5141890943
30527,3596979.748894788
30528,4589401.311095955
30529,4947495.80062759
30530,5304848.61619151
30531,11935931.17369685
30532,3384761.287206174
30533,7894089.144731877
30534,5091553.779082328
30535,7750560.163206948
30536,3857637.0874887533
30537,8519261.90245749
30538,3686876.6659877785
30539,8630890.648198903
30540,7882230.981430242
30541,6737962.216508831
30542,907777.9772290045
30543,4281723.537548765
30544,5500401.499241184
30545,6931259.550931237
30546,2844038.770826937
30547,8337415.679821271
30548,3321098.952868833
30549,3731520.23798945
30550,9231947.86871909
30551,3764152.5870332136
30552,764108.5923117804
30553,6073748.7013921235
30554,9071800.673908463
30555,5199242.817150208
30556,6795877.564009637
30557,7381354.161565092
30558,6959090.357407094
30559,6060678.800602336
30560,5084225.423208798
30561,5600759.152584857
30562,9660025.832633782
30563,3506682.3756184867
30564,5807608.900399865
30565,5887737.860061987
30566,4993388.346820896
30567,835050.3604431342
30568,8374045.171988816
30569,7726918.530889709
30570,5233059.434262809
30571,5840509.190530194
30572,3506971.2003015787
30573,5299251.140786501
30574,5441788.858334121
30575,6574332.526168449
30576,2996653.5464173094
30577,4285444.231314054
30578,1192925.4755229868
30579,5712791.256161003
30580,4258246.721666293
30581,4247317.2577547
30582,10345582.142427249
30583,5084335.008931899
30584,3140212.2363777827
30585,2381569.8276872393
30586,8018254.578216421
30587,4587408.213621083
30588,6040010.289329202
30589,6115845.977299282
30590,11435806.827145645
30591,4334650.826870779
30592,6121666.63567027
30593,6726556.1000528345
30594,7569696.01878512
30595,5113197.861194333
30596,320305.5691309466
30597,5303299.868527946
30598,7989865.803582057
30599,11293586.566940324
30600,5052980.576326162
30601,4607869.986756754
30602,808500.0643136398
30603,10828517.101787614
30604,3586793.6549037206
30605,5617546.360024831
30606,15238351.870460274
30607,6161524.731128155
30608,6422196.473536092
30609,4773704.482460936
30610,1782441.761615793
30611,4583071.891164953
30612,6205288.9944397295
30613,7397196.695666625
30614,15860038.23124137
30615,6068205.195264496
30616,4437245.959725292
30617,7207191.428975153
30618,3919034.121606451
30619,3502208.7329561724
30620,959120.0251352263
30621,7784962.30178493
30622,7856732.64837528
30623,4727460.630116523
30624,4826847.11450632
30625,4641910.688310023
30626,5351688.58870996
30627,7144860.377526667
30628,5367067.497033937
30629,3769353.099520512
30630,3901569.8947728267
30631,4458118.436825406
30632,2896154.0926357023
30633,4958996.353427472
30634,8279322.0656736
30635,8002562.962683136
30636,4138407.390821209
