id,price_doc
30474,4837201.887457735
30475,7807536.983235292
30476,5381940.6961459005
30477,5659740.764173992
30478,4375470.177558815
30479,7944747.357486932
30480,4316759.291831726
30481,3991605.634655862
30482,4575545.437370543
30483,4733359.91702414
30484,6209594.144882392
30485,4360687.9842065275
30486,3930383.3461388554
30487,3823656.8198009063
30488,4621671.66987642
30489,6043921.350700419
30490,16023134.298266284
30491,14666151.876770992
30492,5665736.015818574
30493,12871508.558636794
30494,6661748.693434516
30495,9854025.115770422
30496,8850312.88920035
30497,8406270.333236454
30498,4031334.9477743953
30499,6958448.398216023
30500,10494713.978044087
30501,6253456.422614378
30502,2684749.003243131
30503,6132255.175152446
30504,5424641.988533051
30505,11295502.730682911
30506,2586069.169650432
30507,4299073.408141116
30508,5327783.771014984
30509,7474687.348533644
30510,8951026.188390868
30511,6367975.460954724
30512,6009052.416663499
30513,4373042.128982328
30514,3703338.8772153826
30515,8793431.101429831
30516,5460810.036003602
30517,9455094.02382899
30518,5883180.717376016
30519,4759951.22977408
30520,6430912.005176968
30521,5337621.247432042
30522,6168876.153100727
30523,5803954.209648731
30524,8752584.656006424
30525,8536899.220066288
30526,4211097.967454508
30527,4719476.041849359
30528,5178694.609351788
30529,5681217.162749688
30530,6062273.011858654
30531,12632751.007168466
30532,4690493.522016302
30533,8909496.022003802
30534,6716919.930214422
30535,8740027.66640156
30536,5414887.277301741
30537,9669251.351305692
30538,4343323.475970159
30539,10565231.06616935
30540,8888508.107801441
30541,7597649.325768689
30542,1866942.8516415101
30543,4984038.416332151
30544,6551815.518345524
30545,7575389.9142974
30546,3865079.9878663667
30547,9541054.772899609
30548,4528243.405802407
30549,4727711.526391522
30550,10283365.121957507
30551,4816443.190825179
30552,1814874.0813236383
30553,6873098.331992515
30554,10305400.931809234
30555,6527120.703186907
30556,7738049.408479425
30557,8585169.777696341
30558,7556309.406263648
30559,6618907.04684278
30560,5565725.368415644
30561,6279122.3170111785
30562,10674003.627306871
30563,4264516.701841318
30564,6688430.856451918
30565,7244393.166718437
30566,6595348.969723717
30567,2094524.771451788
30568,9108925.892131401
30569,8986720.89816171
30570,5781662.050637159
30571,6804179.299840148
30572,4255571.676133691
30573,5962749.692114087
30574,6399626.850823915
30575,7152277.423994243
30576,3612838.961859475
30577,5063787.748325182
30578,2658813.3508801027
30579,6400539.399883342
30580,4857522.910792628
30581,4734893.948770225
30582,11373058.829266423
30583,6599294.799433568
30584,3758296.4500146266
30585,2978554.3818061305
30586,9063094.226002805
30587,5652572.824799956
30588,6547399.173798632
30589,7010902.9758697525
30590,12559668.284227721
30591,4945178.107908182
30592,7039298.605423877
30593,9536075.062202089
30594,9209623.1675757
30595,5696682.320910907
30596,4965093.502632089
30597,5962749.692114087
30598,8988537.036744522
30599,12993319.505475521
30600,5893757.048182061
30601,5409853.120424088
30602,1921048.9028243264
30603,12179520.488004306
30604,4082869.191182216
30605,6402498.965675346
30606,16395203.255184885
30607,6773519.484817824
30608,8324697.568710058
30609,6044935.04305701
30610,2493379.4048323976
30611,5493655.755501585
30612,7019741.603107862
30613,8149331.494930856
30614,17612040.365131464
30615,6805642.564342937
30616,5541695.012608364
30617,7997420.759828648
30618,4563512.10794535
30619,4219001.294108356
30620,2580120.738817361
30621,8485418.256640762
30622,8603007.391898552
30623,5413248.445957903
30624,6405731.827446812
30625,6052198.741980324
30626,6096618.819422158
30627,8013803.939620376
30628,6016075.0958647
30629,4316722.351955926
30630,4689022.658438729
30631,5396980.460313358
30632,3834851.686907529
30633,5522472.18683919
30634,9243429.472588895
30635,8974470.468611902
30636,4800268.18477346
30637,9274906.298363224
30638,5459948.906457742
30639,8714804.723709865
30640,4575062.142069611
30641,8516074.620311342
30642,5367427.514865231
30643,7569388.511868137
30644,9080751.205613922
30645,6844752.358471796
30646,5015162.972096748
30647,4638584.899770976
30648,16879089.423989072
30649,2834663.818595019
30650,4148096.6975265266
